age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
54.0,163.0,75,23.1,77.0,138.0,46.7,3.3,42.0,207.0
23.0,178.6,83,17.9,76.0,123.0,48.5,16.6,43.0,243.0
35.0,158.3,70,32.8,72.0,124.0,29.1,21.4,41.0,149.0
29.0,161.4,61,29.8,57.0,118.0,24.6,18.7,41.0,168.0
37.0,174.1,80,28.2,66.0,122.0,35.6,-7.7,40.0,193.0
29.0,178.8,72,13.7,62.0,128.0,51.1,8.1,51.0,243.0
45.0,160.0,59,20.2,78.0,118.0,31.0,11.5,40.0,220.0
22.0,159.1,51,29.1,73.0,111.0,21.3,7.9,24.0,154.0
47.0,174.3,78,22.8,83.0,142.0,46.7,16.8,52.0,231.0
44.0,176.9,85,24.7,86.0,143.0,50.4,2.9,44.0,192.0
26.0,161.9,53,20.7,68.0,110.0,30.3,26.0,40.0,173.0
32.0,165.9,74,24.3,91.0,150.0,42.2,17.1,54.0,229.0
48.0,161.5,49,22.4,59.0,112.0,19.9,11.0,37.0,157.0
56.0,162.3,56,15.9,91.0,141.0,34.5,9.0,23.0,138.0
26.0,180.6,73,17.5,99.0,152.0,41.0,11.2,44.0,236.0
22.0,177.1,71,18.1,79.0,138.0,51.0,11.6,57.0,158.0
43.0,166.2,51,16.5,91.0,141.0,35.9,15.8,40.0,165.0
37.0,170.0,63,25.9,58.0,112.0,33.4,20.4,35.0,190.0
33.0,162.7,53,33.4,73.0,133.0,27.6,30.4,42.0,175.0
48.0,168.6,71,22.0,98.0,147.0,49.7,7.0,39.0,225.0
22.0,175.8,66,14.7,71.0,128.0,34.2,2.9,52.0,240.0
27.0,173.9,79,27.0,80.0,139.0,31.6,0.2,39.0,206.0
38.0,171.4,71,17.2,90.0,150.0,42.5,21.3,54.0,216.0
62.0,164.5,64,17.8,65.0,152.0,41.0,13.0,26.0,205.0
31.0,176.5,69,12.7,64.0,106.0,46.6,10.6,58.0,253.0
22.0,175.0,69,15.0,63.0,128.0,50.3,26.8,60.0,276.0
29.0,179.0,79,5.0,62.0,118.0,53.9,10.3,46.0,209.0
22.0,170.0,73,23.9,65.0,102.0,36.5,7.0,57.0,217.0
50.0,153.9,43,23.2,65.0,121.0,22.0,18.5,19.0,138.0
32.0,176.3,71,21.2,72.0,126.0,45.3,15.4,45.0,209.0
46.0,163.5,71,28.6,85.0,144.0,37.9,14.9,35.0,204.0
31.0,178.0,78,19.4,79.0,134.0,45.7,11.9,48.0,218.0
22.0,179.6,70,13.1,74.0,127.0,49.7,16.7,51.0,248.0
28.0,176.2,83,20.5,76.0,109.0,46.2,7.8,46.0,211.0
31.0,173.7,83,29.6,99.0,128.0,39.3,27.5,60.0,204.0
59.0,165.7,57,13.6,60.0,124.0,33.0,13.5,41.0,186.0
34.0,162.1,79,43.5,96.0,155.0,24.6,20.1,13.0,135.0
37.0,170.8,60,11.5,79.0,117.0,42.8,14.1,35.0,233.0
64.0,153.2,50,28.2,98.0,159.0,23.3,26.0,21.0,115.0
63.0,147.4,52,31.1,77.0,142.0,20.0,20.2,23.0,87.0
25.0,160.0,53,26.1,79.0,115.0,18.1,34.8,33.0,108.0
57.0,159.2,68,32.1,91.0,154.0,30.2,20.6,0.0,133.0
41.0,177.1,74,17.0,73.0,118.0,47.8,17.8,50.0,240.0
27.0,179.5,87,19.5,85.0,139.0,46.3,7.1,57.0,212.0
48.0,166.9,69,26.8,95.0,148.0,40.0,11.9,43.0,189.0
26.0,157.6,50,23.9,63.0,111.0,24.2,22.0,52.0,160.0
30.0,179.5,90,18.3,79.0,130.0,56.9,21.3,51.0,230.0
34.0,175.0,71,19.7,87.0,157.0,45.9,20.5,57.0,233.0
23.0,182.7,67,11.6,91.0,150.0,45.4,-11.0,39.0,234.0
30.0,185.0,77,21.0,89.0,141.0,42.8,15.6,44.0,195.0
25.0,175.0,72,22.0,88.0,120.0,49.8,21.2,58.0,226.0
25.0,174.3,79,20.5,84.0,142.0,54.7,28.5,38.0,217.0
35.0,184.6,79,22.6,85.0,131.0,45.5,6.7,45.0,194.0
54.0,162.4,56,23.7,96.0,145.0,28.0,16.6,19.0,143.0
50.0,154.6,53,25.1,69.0,114.0,27.9,20.2,23.0,158.0
21.0,175.1,103,39.1,89.0,147.0,28.8,-14.3,20.0,119.0
64.0,163.6,55,27.1,67.0,112.0,22.7,20.9,29.0,126.0
24.0,173.6,71,17.1,85.0,152.0,53.4,9.4,53.0,209.0
39.0,167.8,65,30.1,85.0,127.0,35.9,23.8,43.0,174.0
21.0,183.0,80,17.6,72.0,138.0,44.7,21.0,52.0,238.0
27.0,165.8,73,29.1,84.0,143.0,35.3,6.0,39.0,197.0
36.0,166.7,74,20.3,85.0,152.0,46.3,22.9,59.0,243.0
23.0,162.7,63,36.7,77.0,134.0,30.5,27.3,30.0,169.0
24.0,164.8,52,22.1,63.0,101.0,26.2,24.7,42.0,153.0
62.0,162.4,68,25.3,80.0,120.0,29.4,12.5,18.0,140.0
39.0,161.5,52,26.4,67.0,118.0,23.6,22.5,20.0,188.0
62.0,155.0,50,31.1,90.0,141.0,23.0,28.3,11.0,150.0
22.0,154.8,59,34.2,79.0,112.0,30.6,10.1,48.0,167.0
64.0,158.0,62,32.8,94.0,148.0,22.4,21.2,7.0,121.0
22.0,172.1,80,23.0,80.0,131.0,49.6,5.9,61.0,168.0
22.0,172.9,76,20.7,89.0,139.0,56.4,13.9,49.0,212.0
24.0,165.2,53,28.9,68.0,105.0,21.8,23.3,45.0,163.0
43.0,171.3,65,22.9,73.0,115.0,31.7,13.4,50.0,198.0
25.0,176.4,70,19.3,94.0,136.0,42.1,7.5,31.0,234.0
36.0,156.1,48,21.8,89.0,133.0,28.3,24.5,30.0,166.0
49.0,181.9,73,16.4,74.0,133.0,40.7,-7.0,36.0,200.0
54.0,150.9,54,32.6,65.0,108.0,22.1,24.7,21.0,148.0
56.0,173.7,76,20.3,77.0,140.0,45.5,16.5,38.0,215.0
24.0,179.3,86,22.57,71.0,155.0,44.9,16.1,49.0,232.0
46.0,176.1,69,11.3,81.0,151.0,48.1,16.3,42.0,238.0
24.0,160.0,51,32.8,80.0,130.0,23.0,10.2,24.0,120.0
21.0,174.8,78,20.1,65.0,141.0,45.9,12.5,58.0,199.0
21.0,160.8,48,27.3,68.0,113.0,26.5,17.0,47.0,193.0
25.0,168.1,57,30.2,60.0,96.0,26.9,19.8,30.0,174.0
21.0,169.5,61,12.4,78.0,136.0,27.2,19.3,64.0,200.0
51.0,169.0,69,23.0,56.0,112.0,33.7,12.8,27.0,224.0
21.0,175.8,66,9.9,85.0,133.0,42.2,14.6,42.0,182.0
21.0,171.6,72,24.5,74.0,136.0,33.3,-3.0,33.0,203.0
44.0,157.6,46,22.9,77.0,141.0,28.4,15.6,15.0,149.0
62.0,153.3,54,30.4,83.0,157.0,21.3,25.0,19.0,121.0
63.0,174.4,71,22.1,92.0,142.0,33.3,6.7,30.0,173.0
38.0,163.1,61,26.5,77.0,123.0,32.4,21.8,37.0,170.0
38.0,166.2,60,23.2,63.0,125.0,22.7,26.6,28.0,151.0
52.0,163.4,61,16.9,82.0,139.0,39.3,19.5,51.0,203.0
31.0,177.8,89,24.9,78.0,145.0,55.5,9.5,35.0,185.0
54.0,157.1,66,39.9,79.0,136.0,27.2,17.4,27.0,126.0
24.0,170.6,69,3.0,75.0,123.0,52.4,23.9,60.0,280.0
28.0,174.5,69,16.1,63.0,109.0,35.8,19.5,53.0,195.0
35.0,171.5,76,18.9,79.0,127.0,42.3,18.4,55.0,214.0
25.0,171.4,69,15.7,87.0,141.0,41.2,19.0,45.0,232.0
32.0,164.0,65,20.6,93.0,143.0,36.3,4.8,37.0,191.0
27.0,160.4,55,24.3,60.0,124.0,29.0,24.5,64.0,173.0
63.0,166.8,58,20.7,77.0,122.0,33.0,10.4,30.0,181.0
26.0,167.3,63,12.4,69.0,140.0,40.7,18.1,56.0,277.0
28.0,167.8,65,17.5,88.0,149.0,53.6,16.2,40.0,220.0
35.0,159.4,55,30.1,77.0,117.0,21.2,21.8,30.0,156.0
56.0,171.4,75,23.5,80.0,154.0,44.9,18.7,36.0,180.0
24.0,166.6,66,30.2,53.0,128.0,31.3,22.0,40.0,165.0
42.0,181.6,79,25.6,77.0,144.0,45.5,7.6,43.0,229.0
27.0,180.0,92,29.2,91.0,151.0,38.5,3.2,40.0,207.0
46.0,172.5,78,22.0,99.0,139.0,52.3,9.1,38.0,218.0
28.0,173.3,70,24.6,84.0,140.0,45.4,11.6,53.0,232.0
48.0,175.3,96,30.7,94.0,153.0,30.7,-8.7,26.0,185.0
28.0,171.6,62,10.8,75.0,118.0,40.9,11.4,39.0,235.0
37.0,169.3,73,27.7,83.0,149.0,38.9,15.6,45.0,183.0
35.0,168.1,67,17.7,81.0,125.0,40.4,14.5,44.0,228.0
37.0,170.0,83,20.8,97.0,159.0,62.3,25.3,57.0,224.0
28.0,167.0,60,19.5,72.0,127.0,25.2,20.8,47.0,210.0
30.0,171.5,70,22.2,82.0,119.0,45.5,16.1,66.0,228.0
50.0,167.8,76,24.8,82.0,122.0,43.9,13.9,50.0,193.0
22.0,167.4,66,34.0,62.0,110.0,28.5,11.2,38.0,0.0
46.0,170.0,77,24.8,99.0,145.0,43.3,8.4,31.0,200.0
31.0,165.1,55,25.7,79.0,114.0,23.7,0.0,27.0,136.0
54.0,164.6,67,29.9,85.0,135.0,30.9,23.6,37.0,168.0
36.0,155.4,49,24.17116,73.0,117.0,27.5,20.8,32.0,159.0
37.0,171.9,96,38.6,117.0,155.0,39.5,14.4,18.0,193.0
37.0,172.0,73,14.1,88.0,137.0,56.0,14.3,38.0,242.0
21.0,183.5,88,27.0,82.0,134.0,49.5,-5.3,26.0,201.0
62.0,152.7,59,33.5,47.0,98.0,21.7,20.7,19.0,124.0
47.0,153.5,54,31.4,80.0,137.0,28.1,18.1,31.0,117.0
24.0,160.4,58,29.1,77.0,115.0,29.6,22.1,54.0,187.0
26.0,174.8,81,22.7,79.0,130.0,47.1,23.2,48.0,238.0
29.0,161.1,55,32.8,60.0,137.0,25.0,16.0,3.0,122.0
60.0,155.1,52,31.8,67.0,114.0,21.5,24.0,30.0,116.0
45.0,174.5,87,31.9,99.0,146.0,48.9,3.3,35.0,182.0
61.0,164.7,82,43.7,85.0,145.0,23.5,15.2,0.0,51.0
63.0,163.9,57,20.0,78.0,148.0,40.9,15.9,33.0,182.0
22.0,152.9,45,20.8,72.0,107.0,24.9,22.4,46.0,182.0
21.0,185.9,69,11.9,61.0,109.0,38.8,13.4,54.0,208.0
32.0,177.3,77,15.5,74.0,117.0,52.0,22.3,58.0,252.0
26.0,164.5,63,28.2,83.0,131.0,35.9,18.6,41.0,166.0
22.0,179.3,75,16.7,76.0,130.0,52.0,6.3,53.0,182.0
28.0,159.5,48,24.3,77.0,141.0,23.6,24.0,43.0,173.0
28.0,160.6,53,22.4,89.0,141.0,26.4,19.0,52.0,157.0
30.0,167.2,61,34.3,69.0,97.0,29.0,20.5,41.0,170.0
26.0,159.3,49,20.9,77.0,135.0,21.3,21.1,54.0,171.0
63.0,156.9,55,31.3,88.0,160.0,25.6,6.0,4.0,60.0
22.0,164.2,47,22.3,67.0,125.0,21.4,22.4,44.0,190.0
23.0,173.0,66,12.0,54.0,115.0,41.0,18.5,63.0,262.0
42.0,172.2,70,20.5,81.0,142.0,39.3,17.5,44.0,216.0
24.0,172.0,70,14.7,62.0,112.0,50.1,7.8,59.0,218.0
33.0,186.8,117,28.3,78.0,133.0,64.9,19.3,49.0,213.0
34.0,170.6,71,9.7,69.0,115.0,50.5,25.4,65.0,268.0
24.0,168.2,54,15.9,66.0,102.0,24.1,27.5,39.0,159.0
22.0,164.3,59,28.3,80.0,120.0,28.9,14.4,45.0,179.0
33.0,154.0,54,33.9,78.0,123.0,22.5,18.3,28.0,136.0
60.0,165.5,74,35.2,95.0,158.0,31.9,7.4,27.0,146.0
25.0,171.0,77,22.0,84.0,151.0,44.1,17.4,49.0,223.0
27.0,182.0,80,24.1,78.0,141.0,40.5,-1.6,52.0,222.0
26.0,177.0,79,17.0,74.0,124.0,53.6,21.2,58.0,218.0
56.0,159.5,50,28.5,90.0,122.0,24.7,25.7,25.0,139.0
63.0,159.3,64,24.9,75.0,139.0,34.7,8.1,23.0,181.0
22.0,169.3,62,17.2,70.0,116.0,40.9,3.7,42.0,217.0
24.0,160.7,58,28.5,57.0,98.0,30.5,21.5,31.0,187.0
38.0,173.5,77,24.7,96.0,151.0,46.9,13.1,39.0,215.0
54.0,171.5,72,20.8,88.0,145.0,40.5,26.2,29.0,164.0
25.0,182.0,93,22.1,94.0,145.0,53.1,21.2,47.0,192.0
59.0,148.2,53,37.4,84.0,133.0,20.3,14.0,9.0,94.0
22.0,163.2,52,22.7,85.0,131.0,27.5,29.1,40.0,185.0
24.0,167.9,55,28.9,55.0,111.0,27.2,9.8,21.0,170.0
24.0,164.9,55,20.3,69.0,117.0,28.3,24.6,47.0,168.0
22.0,175.6,96,36.6,95.0,158.0,41.5,-0.4,34.0,159.0
55.0,161.0,61,35.6,92.0,160.0,25.1,16.3,13.0,110.0
46.0,163.0,63,34.6,64.0,120.0,17.2,-4.0,0.0,110.0
22.0,168.6,71,33.9,77.0,128.0,27.0,30.6,30.0,212.0
26.0,162.1,56,25.14121,73.0,119.0,33.0,24.2,37.0,147.0
29.0,166.8,69,26.5,78.0,129.0,34.6,10.0,35.0,183.0
46.0,167.2,71,27.6,93.0,154.0,37.3,9.1,28.0,196.0
61.0,161.1,66,28.0,82.0,142.0,42.7,4.0,37.0,173.0
21.0,173.7,73,16.4,64.0,117.0,47.2,2.2,35.0,211.0
32.0,151.2,52,31.7,90.0,133.0,23.0,19.7,33.0,104.0
27.0,171.8,74,24.1,77.0,132.0,39.9,15.1,45.0,211.0
22.0,179.4,70,17.8,72.0,113.0,41.1,22.2,51.0,222.0
58.0,177.7,73,19.0,83.0,143.0,43.0,12.7,31.0,170.0
26.0,172.3,65,14.4,73.0,121.0,43.1,11.7,50.0,237.0
21.0,164.2,64,29.7,61.0,115.0,26.5,19.9,47.0,175.0
59.0,169.4,75,24.5,77.0,137.0,40.1,15.9,27.0,191.0
24.0,173.3,65,33.6,77.0,118.0,26.5,8.4,13.0,131.0
45.0,168.0,62,12.2,87.0,133.0,37.8,20.2,54.0,211.0
22.0,179.4,78,16.5,86.0,155.0,56.2,18.2,56.0,245.0
35.0,191.6,125,35.2,85.0,156.0,58.0,9.2,52.0,228.0
28.0,169.1,64,22.6,94.0,144.0,33.0,12.0,49.0,200.0
29.0,158.4,57,27.8,59.0,124.0,27.0,26.1,43.0,142.0
60.0,169.7,73,28.1,80.0,130.0,41.2,11.1,35.0,165.0
22.0,184.9,73,10.2,97.0,156.0,56.8,18.2,67.0,275.0
21.0,172.8,54,25.0,77.0,110.0,20.9,18.8,39.0,172.0
37.0,173.4,70,22.5,97.0,137.0,46.1,6.8,39.0,228.0
35.0,154.0,47,23.9,84.0,129.0,21.9,24.5,34.0,149.0
26.0,170.0,58,18.3,71.0,123.0,33.3,25.0,37.0,161.0
57.0,161.3,59,29.1,73.0,135.0,23.1,15.3,7.0,119.0
29.0,177.9,65,10.6,95.0,148.0,44.5,18.6,53.0,239.0
35.0,181.5,98,22.8,80.0,122.0,61.4,18.0,56.0,205.0
38.0,167.7,67,15.6,76.0,139.0,39.0,20.9,57.0,225.0
28.0,164.3,63,26.2,84.0,131.0,44.3,5.3,43.0,221.0
63.0,167.4,59,22.0,89.0,157.0,37.8,11.7,19.0,184.0
47.0,167.8,68,14.8,76.0,142.0,52.2,22.4,60.0,230.0
57.0,168.2,74,20.2,96.0,158.0,46.8,5.8,35.0,197.0
30.0,180.0,85,13.1,68.0,116.0,56.9,26.4,57.0,226.0
35.0,164.6,66,15.7,78.0,135.0,36.4,27.3,46.0,198.0
24.0,165.7,63,20.0,83.0,121.0,36.4,19.1,36.0,273.0
28.0,158.6,45,24.2,76.0,118.0,20.0,18.3,29.0,158.0
59.0,174.5,72,20.0,88.0,135.0,42.0,15.8,39.0,194.0
42.0,172.1,65,22.3,77.0,130.0,36.3,3.7,26.0,214.0
45.0,164.7,56,14.1,88.0,136.0,41.0,14.5,48.0,216.0
51.0,163.3,55,25.6,78.0,140.0,27.6,16.4,25.0,126.0
39.0,162.1,45,19.4,74.0,127.0,24.3,19.6,27.0,169.0
40.0,169.5,75,28.1,75.0,134.0,47.0,19.1,28.0,209.0
25.0,163.5,56,28.2,67.0,100.0,24.9,12.8,27.0,161.0
58.0,155.6,82,47.1,97.0,157.0,22.1,5.1,12.0,95.0
29.0,181.2,94,15.8,90.0,151.0,43.6,16.6,53.0,260.0
24.0,172.1,72,16.1,83.0,155.0,42.5,7.7,57.0,234.0
58.0,167.5,65,17.8,83.0,158.0,43.6,9.7,34.0,180.0
38.0,156.3,44,24.3,55.0,107.0,23.9,-2.7,23.0,133.0
62.0,172.1,71,23.7,64.0,106.0,37.2,3.0,42.0,185.0
35.0,156.4,48,18.2,77.0,129.0,29.7,28.6,38.0,168.0
31.0,159.3,47,19.2,96.0,125.0,27.4,25.4,57.0,211.0
51.0,163.5,53,17.3,76.0,124.0,35.7,16.3,44.0,193.0
24.0,174.9,75,18.2,79.0,122.0,39.7,15.0,44.0,200.0
30.0,175.2,71,12.6,96.0,145.0,45.2,18.1,47.0,224.0
36.0,172.5,80,19.9,86.0,124.0,49.3,17.5,55.0,212.0
36.0,158.5,53,19.5,74.0,122.0,27.1,19.1,43.0,185.0
26.0,160.0,62,31.3,69.0,118.0,32.5,21.9,42.0,177.0
39.0,175.5,88,31.0,97.0,159.0,50.1,27.3,37.0,194.0
28.0,169.1,70,28.0,74.0,125.0,38.3,12.3,38.0,205.0
31.0,175.1,76,19.7,80.0,152.0,44.8,17.9,48.0,240.0
32.0,167.1,69,26.0,51.0,117.0,46.5,8.6,42.0,201.0
21.0,153.9,58,32.3,72.0,141.0,28.7,19.2,45.0,167.0
60.0,164.3,74,29.3,91.0,134.0,32.9,16.0,28.0,191.0
23.0,172.8,76,18.4,75.0,125.0,34.6,14.5,58.0,226.0
21.0,186.4,92,11.2,75.0,124.0,47.0,24.9,71.0,255.0
45.0,164.0,51,24.5,66.0,113.0,19.0,-14.3,12.0,150.0
31.0,168.5,68,19.6,79.0,121.0,50.4,23.6,54.0,223.0
31.0,168.4,63,19.4,77.0,130.0,44.2,17.5,51.0,227.0
26.0,169.9,95,33.0,91.0,152.0,43.8,11.9,30.0,190.0
43.0,162.7,51,25.5,56.0,108.0,17.1,17.1,20.0,136.0
28.0,168.6,60,24.5,77.0,131.0,30.0,18.9,32.0,159.0
21.0,157.5,45,11.2,80.0,133.0,31.1,4.6,41.0,216.0
26.0,170.3,64,16.6,70.0,109.0,38.2,2.1,53.0,228.0
21.0,168.2,77,31.6,69.0,116.0,34.4,17.5,48.0,176.0
21.0,169.3,71,21.2,85.0,128.0,50.1,17.1,58.0,234.0
37.0,172.1,72,28.1,88.0,119.0,34.2,16.8,31.0,194.0
61.0,167.2,69,26.1,89.0,147.0,36.1,2.3,32.0,145.0
29.0,160.7,49,22.0,84.0,119.0,29.2,19.4,44.0,197.0
59.0,163.3,62,34.8,81.0,151.0,24.2,22.5,34.0,135.0
21.0,173.0,70,11.2,76.0,138.0,43.0,15.4,54.0,260.0
21.0,171.0,67,11.0,67.0,120.0,49.7,22.5,57.0,260.0
26.0,176.0,80,12.0,73.0,135.0,48.7,20.2,61.0,245.0
31.0,166.9,73,26.6,95.0,156.0,45.1,17.3,53.0,202.0
25.0,158.1,56,29.6,60.0,105.0,21.9,6.1,19.0,141.0
23.0,166.0,55,26.4,63.0,108.0,27.0,21.0,38.0,165.0
36.0,170.4,66,17.1,95.0,136.0,40.8,19.7,55.0,239.0
25.0,163.8,54,35.8,72.0,107.0,26.6,19.3,35.0,156.0
44.0,185.6,87,19.5,99.0,159.0,51.6,14.2,41.0,225.0
34.0,158.3,64,25.5,92.0,158.0,40.0,18.5,47.0,204.0
64.0,160.5,67,26.7,91.0,157.0,41.3,6.5,27.0,180.0
23.0,158.7,67,36.8,83.0,133.0,31.1,15.9,32.0,156.0
42.0,165.4,65,15.7522,77.0,118.0,38.5,26.2,50.0,184.0
28.0,159.6,50,27.3,77.0,120.0,21.0,17.6,36.0,174.0
22.0,176.5,69,17.0,79.0,159.0,43.2,16.9,50.0,220.0
61.0,167.4,57,19.7,64.0,125.0,34.7,3.4,33.0,161.0
22.0,166.0,76,19.1,77.0,140.0,37.1,17.8,61.0,226.0
32.0,163.5,70,25.6,86.0,132.0,34.8,15.7,46.0,196.0
56.0,158.6,59,27.1,80.0,120.0,23.2,22.0,20.0,156.0
25.0,170.7,66,15.9,70.0,132.0,48.5,20.2,56.0,245.0
21.0,185.8,83,13.4,90.0,142.0,45.0,-6.2,59.0,232.0
23.0,152.7,48,27.0,66.0,126.0,29.3,21.0,41.0,182.0
28.0,153.6,54,39.0,74.0,117.0,22.5,16.0,38.0,137.0
23.0,172.0,72,28.6,80.0,120.0,29.2,1.8,45.0,213.0
45.0,155.9,58,37.2,80.0,110.0,27.9,18.6,19.0,146.0
60.0,172.5,73,21.2,76.0,137.0,40.0,13.5,36.0,189.0
33.0,168.7,62,22.7,63.0,113.0,35.2,-6.9,28.0,195.0
53.0,170.4,68,23.4,96.0,146.0,41.6,13.2,47.0,218.0
22.0,169.0,73,17.7,62.0,127.0,40.7,12.7,63.0,236.0
45.0,167.4,82,33.4,87.0,145.0,39.3,2.8,17.0,185.0
31.0,185.3,93,19.0,89.0,149.0,44.3,14.5,51.0,230.0
25.0,185.0,88,18.0,66.0,123.0,42.7,5.3,45.0,222.0
39.0,169.9,62,19.9,67.0,130.0,39.0,24.8,57.0,192.0
22.0,163.3,57,25.2,66.0,112.0,30.0,12.9,30.0,138.0
26.0,181.9,87,24.8,68.0,125.0,47.7,5.8,49.0,193.0
35.0,151.7,44,26.6,87.0,128.0,20.2,15.2,21.0,113.0
28.0,180.1,75,18.5,65.0,135.0,51.8,9.0,58.0,220.0
39.0,184.4,85,18.5,92.0,138.0,49.8,13.7,46.0,223.0
29.0,171.5,75,27.1,88.0,156.0,42.5,21.9,51.0,217.0
40.0,180.1,82,15.1,88.0,130.0,54.7,20.0,50.0,210.0
46.0,168.4,75,19.0,74.0,119.0,44.0,16.4,41.0,195.0
29.0,159.6,61,38.3,79.0,113.0,24.0,20.3,27.0,146.0
26.0,165.9,68,16.5,73.0,157.0,54.1,24.5,68.0,220.0
36.0,176.7,72,9.7,72.0,114.0,50.6,14.4,48.0,212.0
27.0,174.4,64,29.1,81.0,109.0,34.0,21.5,45.0,156.0
36.0,168.0,83,22.9,87.0,139.0,55.9,13.0,61.0,222.0
24.0,161.7,50,24.8,75.0,122.0,18.2,15.5,20.0,114.0
26.0,163.5,52,19.3,68.0,119.0,27.9,25.5,40.0,184.0
23.0,175.1,70,34.2,93.0,136.0,31.3,24.4,40.0,179.0
48.0,153.0,51,27.5,81.0,144.0,24.2,16.4,24.0,132.0
56.0,162.7,74,31.3,79.0,140.0,36.6,3.9,24.0,160.0
23.0,179.0,78,17.5,60.0,139.0,38.8,16.5,64.0,263.0
44.0,167.1,59,18.8,85.0,121.0,42.1,14.9,42.0,206.0
21.0,163.3,45,17.0,70.0,110.0,21.8,1.2,18.0,140.0
42.0,174.7,76,20.5,77.0,113.0,43.4,23.4,34.0,239.0
52.0,159.0,59,30.0,99.0,157.0,24.5,23.0,32.0,160.0
26.0,171.1,72,26.3,84.0,145.0,38.9,7.2,41.0,199.0
29.0,184.3,89,17.8,77.0,127.0,54.7,21.7,54.0,234.0
21.0,163.4,55,30.9,85.0,116.0,28.3,31.5,43.0,186.0
60.0,162.6,63,34.4,81.0,123.0,22.5,16.2,11.0,120.0
25.0,163.5,54,25.0,79.0,112.0,26.1,25.4,41.0,175.0
23.0,162.6,63,17.9,69.0,130.0,39.1,5.2,45.0,191.0
24.0,163.7,61,38.3,89.0,122.0,17.6,7.9,0.0,113.0
53.0,180.8,78,25.9,81.0,140.0,39.1,0.1,22.0,187.0
51.0,159.6,79,43.8,87.0,138.0,19.6,11.1,14.0,160.0
37.0,163.9,67,30.0,54.0,106.0,27.9,6.0,24.0,180.0
37.0,155.0,71,24.6,75.0,123.0,26.3,6.7,22.0,144.0
37.0,172.6,78,30.7,120.0,158.0,40.1,6.6,28.0,199.0
23.0,175.2,70,15.5,66.0,114.0,44.4,11.0,44.0,196.0
61.0,153.3,52,37.0,69.0,113.0,15.8,16.8,10.0,118.0
50.0,167.8,69,24.2,97.0,166.0,41.7,14.8,58.0,212.0
38.0,170.6,62,32.8,81.0,129.0,19.2,19.1,21.0,172.0
35.0,179.0,79,13.5,91.0,140.0,56.7,29.3,62.0,259.0
26.0,154.5,60,33.8,76.0,126.0,26.5,22.3,28.0,165.0
25.0,172.5,62,6.3,76.0,118.0,41.8,18.7,53.0,241.0
62.0,176.5,70,19.1,76.0,129.0,31.9,3.6,28.0,151.0
34.0,159.4,69,35.9,78.0,133.0,31.2,22.4,31.0,168.0
32.0,153.6,49,31.9,66.0,115.0,19.6,24.8,33.0,135.0
27.0,166.3,52,26.5,98.0,129.0,30.0,20.5,43.0,146.0
33.0,169.3,71,20.0,79.0,136.0,45.8,17.2,52.0,223.0
30.0,172.9,82,24.9,75.0,131.0,52.3,-7.5,28.0,203.0
56.0,168.9,72,21.6,98.0,146.0,38.5,16.8,36.0,182.0
29.0,187.0,85,14.6,95.0,151.0,54.5,17.0,59.0,234.0
36.0,167.9,65,18.7,68.0,150.0,47.2,21.7,57.0,247.0
47.0,158.2,55,27.14,96.0,141.0,26.8,6.3,19.0,129.0
64.0,153.3,66,38.5,83.0,151.0,28.1,21.3,29.0,118.0
55.0,172.9,67,18.7,70.0,113.0,42.4,8.0,32.0,183.0
27.0,151.5,49,31.1,73.0,117.0,25.7,18.7,37.0,165.0
38.0,166.6,64,20.3,95.0,145.0,30.8,23.6,42.0,168.0
24.0,174.8,72,11.6,85.0,148.0,54.6,17.5,52.0,259.0
41.0,165.2,67,30.4,72.0,123.0,27.4,19.9,35.0,177.0
58.0,157.8,57,32.0,79.0,128.0,27.4,19.8,19.0,148.0
28.0,178.0,82,29.3,80.0,123.0,32.5,23.6,36.0,214.0
23.0,163.1,55,32.3,70.0,95.0,25.1,12.8,23.0,133.0
58.0,168.7,76,27.5,84.0,139.0,34.5,2.0,0.0,0.0
21.0,158.0,52,30.9,77.0,112.0,27.6,27.1,34.0,170.0
34.0,171.1,68,18.5,66.0,106.0,39.0,18.7,52.0,232.0
50.0,177.8,86,26.3,85.0,136.0,54.1,11.3,27.0,205.0
62.0,149.1,60,37.1,82.0,139.0,22.5,17.4,20.0,119.0
27.0,174.5,76,14.6,91.0,154.0,51.9,16.0,58.0,237.0
52.0,145.8,58,45.8,86.0,138.0,19.9,13.2,10.0,50.0
44.0,155.0,62,31.8,62.0,106.0,28.0,26.5,19.0,160.0
23.0,168.8,59,18.7,82.0,106.0,30.1,24.2,39.0,216.0
59.0,170.8,72,24.2,72.0,117.0,40.1,11.0,29.0,184.0
24.0,181.4,86,19.3,72.0,138.0,51.8,18.0,46.0,242.0
28.0,178.0,83,19.4,84.0,147.0,48.6,25.3,55.0,231.0
60.0,169.3,61,26.1,79.0,131.0,31.9,22.8,30.0,164.0
41.0,176.0,78,22.8,93.0,153.0,43.8,16.3,46.0,205.0
60.0,164.7,55,17.7,83.0,147.0,27.2,14.1,27.0,165.0
57.0,154.3,62,30.2,72.0,128.0,24.0,21.8,29.0,147.0
23.0,165.9,55,26.9,70.0,121.0,19.6,18.7,48.0,155.0
33.0,172.7,66,18.3,70.0,107.0,42.4,18.0,51.0,221.0
