age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
35.0,M,177.3,82.7,23.8,83.0,125.0,49.0,12.1,51.0,197.0,B
63.0,M,169.4,76.1,24.3,79.0,135.0,40.4,17.3,28.0,168.0,B
31.0,M,167.0,71.1,20.0,81.0,140.0,46.9,14.6,53.0,228.0,A
42.0,F,158.1,51.0,14.0,68.0,112.0,23.9,20.3,30.0,121.0,B
25.0,F,158.6,46.2,17.8,62.0,115.0,22.1,19.6,21.0,135.0,C
24.0,F,156.1,49.4,25.1,70.0,110.0,21.7,23.8,38.0,137.0,C
22.0,M,175.1,67.5,18.3,78.0,118.0,39.4,24.9,60.0,163.0,C
26.0,M,172.9,83.3,31.5,64.0,133.0,45.2,9.2,44.0,174.0,D
22.0,F,166.0,54.9,23.5,82.0,155.0,28.1,21.5,46.0,167.0,C
46.0,M,168.0,58.7,23.2,86.0,155.0,32.9,17.4,38.0,182.0,C
37.0,M,181.2,86.0,23.0,83.0,137.0,52.8,21.3,44.0,222.0,B
28.0,M,170.0,84.2,13.5,93.0,139.0,42.6,23.5,51.0,241.0,C
24.0,M,176.1,74.8,24.3,96.0,125.0,35.7,-12.0,1.0,200.0,D
27.0,M,170.0,75.9,34.4,82.0,132.0,35.2,-6.6,49.0,202.0,D
28.0,M,171.0,74.6,25.2,83.0,143.0,42.4,8.0,52.0,213.0,D
23.0,F,163.5,58.5,27.9,85.0,133.0,35.7,26.8,39.0,168.0,C
39.0,M,170.8,68.9,19.9,78.0,117.0,43.3,7.4,52.0,215.0,C
55.0,F,154.6,58.9,41.3,80.0,130.0,23.1,18.5,27.0,115.0,B
41.0,M,176.2,93.1,35.8,85.0,135.0,36.3,7.1,1.0,182.0,D
36.0,F,165.8,55.78,26.7,73.0,124.0,25.4,23.9,30.0,152.0,B
29.0,M,172.7,71.8,15.7,86.0,148.0,52.2,19.7,57.0,254.0,A
35.0,M,173.1,77.6,22.8,8.0,122.0,46.4,16.7,47.0,216.0,B
41.0,M,177.0,81.7,24.2,95.0,126.0,46.3,7.8,39.0,213.0,C
23.0,F,161.8,58.7,29.6,76.0,124.0,29.0,10.3,44.0,126.0,C
22.0,M,175.8,73.3,17.5,83.0,120.0,50.5,7.2,43.0,232.0,C
52.0,F,159.5,55.2,31.5,68.0,103.0,24.4,15.0,16.0,119.0,C
63.0,F,175.1,81.2,26.3,87.0,143.0,40.2,24.4,36.0,167.0,D
64.0,M,159.3,56.5,19.8,82.0,154.0,34.2,-1.4,16.0,144.0,D
41.0,M,175.7,81.2,22.0,80.0,117.0,43.7,14.3,42.0,199.0,B
22.0,F,158.5,49.3,27.0,37.0,77.0,27.1,21.0,59.0,178.0,B
21.0,F,170.5,67.8,30.7,54.0,102.0,29.7,9.8,39.0,166.0,D
44.0,M,177.4,87.9,25.9,95.0,155.0,48.7,5.2,28.0,214.0,D
50.0,F,157.3,51.1,29.1,70.0,118.0,21.6,20.5,33.0,164.0,A
26.0,M,180.8,69.26,13.6,80.0,120.0,44.0,1.5,53.0,249.0,D
53.0,M,167.0,65.7,23.7,99.0,153.0,33.7,14.2,32.0,185.0,C
29.0,M,185.0,85.8,23.6,92.0,129.0,51.0,17.2,55.0,231.0,B
47.0,M,177.7,87.7,28.5,82.0,129.0,40.4,12.2,44.0,204.0,D
25.0,M,179.4,74.3,12.4,92.0,139.0,49.1,20.9,58.0,270.0,A
40.0,F,159.1,50.4,16.6,67.0,115.0,28.7,25.7,32.0,162.0,A
51.0,F,161.2,47.8,17.1,75.0,123.0,23.9,14.1,29.0,154.0,C
40.0,F,163.3,47.7,16.1,70.0,122.0,27.9,27.6,32.0,185.0,A
27.0,F,169.8,64.9,26.9,83.0,132.0,31.3,12.3,49.0,159.0,C
24.0,M,179.4,78.1,23.9,76.0,121.0,37.9,-13.1,37.0,217.0,D
28.0,M,171.4,68.3,12.6,62.0,130.0,35.9,12.3,52.0,228.0,C
43.0,M,174.6,104.9,36.2,97.0,150.0,32.7,-1.3,22.0,173.0,D
54.0,M,176.0,68.9,18.9,82.0,149.0,40.2,10.5,44.0,182.0,B
23.0,F,167.2,54.8,24.5,80.0,110.0,29.0,19.5,39.0,175.0,C
28.0,M,175.4,69.9,14.9,82.0,143.0,45.9,23.8,58.0,230.0,B
29.0,M,170.0,66.0,20.6,95.0,145.0,39.6,6.0,38.0,185.0,C
54.0,M,163.0,75.5,23.1,77.0,138.0,46.7,3.3,42.0,207.0,D
23.0,M,178.6,83.9,17.9,76.0,123.0,48.5,16.6,43.0,243.0,C
35.0,F,158.3,70.1,32.8,72.0,124.0,29.1,21.4,41.0,149.0,D
29.0,F,161.4,61.8,29.8,57.0,118.0,24.6,18.7,41.0,168.0,B
37.0,M,174.1,80.2,28.2,66.0,122.0,35.6,-7.7,40.0,193.0,D
29.0,M,178.8,72.9,13.7,62.0,128.0,51.1,8.1,51.0,243.0,C
45.0,M,160.0,59.3,20.2,78.0,118.0,31.0,11.5,40.0,220.0,B
22.0,F,159.1,51.3,29.1,73.0,111.0,21.3,7.9,24.0,154.0,D
47.0,M,174.3,78.1,22.8,83.0,142.0,46.7,16.8,52.0,231.0,C
44.0,M,176.9,85.2,24.7,86.0,143.0,50.4,2.9,44.0,192.0,D
26.0,F,161.9,53.9,20.7,68.0,110.0,30.3,26.0,40.0,173.0,A
32.0,M,165.9,74.8,24.3,91.0,150.0,42.2,17.1,54.0,229.0,A
48.0,F,161.5,49.4,22.4,59.0,112.0,19.9,11.0,37.0,157.0,C
56.0,M,162.3,56.68,15.9,91.0,141.0,34.5,9.0,23.0,138.0,D
26.0,M,180.6,73.4,17.5,99.0,152.0,41.0,11.2,44.0,236.0,D
22.0,M,177.1,71.4,18.1,79.0,138.0,51.0,11.6,57.0,158.0,B
43.0,F,166.2,51.8,16.5,91.0,141.0,35.9,15.8,40.0,165.0,B
37.0,F,170.0,63.0,25.9,58.0,112.0,33.4,20.4,35.0,190.0,A
33.0,F,162.7,53.9,33.4,73.0,133.0,27.6,30.4,42.0,175.0,A
48.0,M,168.6,71.0,22.0,98.0,147.0,49.7,7.0,39.0,225.0,C
22.0,M,175.8,66.6,14.7,71.0,128.0,34.2,2.9,52.0,240.0,D
27.0,M,173.9,79.0,27.0,80.0,139.0,31.6,0.2,39.0,206.0,D
38.0,M,171.4,71.7,17.2,90.0,150.0,42.5,21.3,54.0,216.0,A
62.0,M,164.5,64.02,17.8,65.0,152.0,41.0,13.0,26.0,205.0,B
31.0,M,176.5,69.3,12.7,64.0,106.0,46.6,10.6,58.0,253.0,B
22.0,M,175.0,69.8,15.0,63.0,128.0,50.3,26.8,60.0,276.0,A
29.0,M,179.0,79.1,5.0,62.0,118.0,53.9,10.3,46.0,209.0,B
22.0,M,170.0,73.6,23.9,65.0,102.0,36.5,7.0,57.0,217.0,C
50.0,F,153.9,43.8,23.2,65.0,121.0,22.0,18.5,19.0,138.0,B
32.0,M,176.3,71.8,21.2,72.0,126.0,45.3,15.4,45.0,209.0,B
46.0,M,163.5,71.1,28.6,85.0,144.0,37.9,14.9,35.0,204.0,D
31.0,M,178.0,78.2,19.4,79.0,134.0,45.7,11.9,48.0,218.0,B
22.0,M,179.6,70.0,13.1,74.0,127.0,49.7,16.7,51.0,248.0,B
28.0,M,176.2,83.7,20.5,76.0,109.0,46.2,7.8,46.0,211.0,C
31.0,M,173.7,83.8,29.6,99.0,128.0,39.3,27.5,60.0,204.0,D
59.0,M,165.7,57.6,13.6,60.0,124.0,33.0,13.5,41.0,186.0,A
34.0,F,162.1,79.3,43.5,96.0,155.0,24.6,20.1,13.0,135.0,D
37.0,M,170.8,60.5,11.5,79.0,117.0,42.8,14.1,35.0,233.0,C
64.0,F,153.2,50.1,28.2,98.0,159.0,23.3,26.0,21.0,115.0,B
63.0,F,147.4,52.1,31.1,77.0,142.0,20.0,20.2,23.0,87.0,C
25.0,F,160.0,53.1,26.1,79.0,115.0,18.1,34.8,33.0,108.0,C
57.0,F,159.2,68.6,32.1,91.0,154.0,30.2,20.6,0.0,133.0,D
41.0,M,177.1,74.9,17.0,73.0,118.0,47.8,17.8,50.0,240.0,A
27.0,M,179.5,87.0,19.5,85.0,139.0,46.3,7.1,57.0,212.0,C
48.0,M,166.9,69.5,26.8,95.0,148.0,40.0,11.9,43.0,189.0,B
26.0,F,157.6,50.1,23.9,63.0,111.0,24.2,22.0,52.0,160.0,A
30.0,M,179.5,90.8,18.3,79.0,130.0,56.9,21.3,51.0,230.0,A
34.0,M,175.0,71.0,19.7,87.0,157.0,45.9,20.5,57.0,233.0,B
23.0,M,182.7,67.6,11.6,91.0,150.0,45.4,-11.0,39.0,234.0,D
30.0,M,185.0,77.9,21.0,89.0,141.0,42.8,15.6,44.0,195.0,C
25.0,M,175.0,72.6,22.0,88.0,120.0,49.8,21.2,58.0,226.0,B
25.0,M,174.3,79.68,20.5,84.0,142.0,54.7,28.5,38.0,217.0,C
35.0,M,184.6,79.0,22.6,85.0,131.0,45.5,6.7,45.0,194.0,C
54.0,F,162.4,56.2,23.7,96.0,145.0,28.0,16.6,19.0,143.0,B
50.0,F,154.6,53.2,25.1,69.0,114.0,27.9,20.2,23.0,158.0,B
21.0,M,175.1,103.6,39.1,89.0,147.0,28.8,-14.3,20.0,119.0,D
64.0,F,163.6,55.2,27.1,67.0,112.0,22.7,20.9,29.0,126.0,A
24.0,M,173.6,71.2,17.1,85.0,152.0,53.4,9.4,53.0,209.0,C
39.0,F,167.8,65.7,30.1,85.0,127.0,35.9,23.8,43.0,174.0,B
21.0,M,183.0,80.1,17.6,72.0,138.0,44.7,21.0,52.0,238.0,C
27.0,M,165.8,73.8,29.1,84.0,143.0,35.3,6.0,39.0,197.0,D
36.0,M,166.7,74.1,20.3,85.0,152.0,46.3,22.9,59.0,243.0,A
23.0,F,162.7,63.9,36.7,77.0,134.0,30.5,27.3,30.0,169.0,C
24.0,F,164.8,52.0,22.1,63.0,101.0,26.2,24.7,42.0,153.0,B
62.0,F,162.4,68.1,25.3,80.0,120.0,29.4,12.5,18.0,140.0,C
39.0,F,161.5,52.0,26.4,67.0,118.0,23.6,22.5,20.0,188.0,C
62.0,F,155.0,50.7,31.1,90.0,141.0,23.0,28.3,11.0,150.0,C
22.0,F,154.8,59.3,34.2,79.0,112.0,30.6,10.1,48.0,167.0,C
64.0,F,158.0,62.3,32.8,94.0,148.0,22.4,21.2,7.0,121.0,D
22.0,M,172.1,80.2,23.0,80.0,131.0,49.6,5.9,61.0,168.0,D
22.0,M,172.9,76.3,20.7,89.0,139.0,56.4,13.9,49.0,212.0,C
24.0,F,165.2,53.7,28.9,68.0,105.0,21.8,23.3,45.0,163.0,C
43.0,M,171.3,65.76,22.9,73.0,115.0,31.7,13.4,50.0,198.0,C
25.0,M,176.4,70.4,19.3,94.0,136.0,42.1,7.5,31.0,234.0,D
36.0,F,156.1,48.9,21.8,89.0,133.0,28.3,24.5,30.0,166.0,C
49.0,M,181.9,73.4,16.4,74.0,133.0,40.7,-7.0,36.0,200.0,D
54.0,F,150.9,54.4,32.6,65.0,108.0,22.1,24.7,21.0,148.0,B
56.0,M,173.7,76.3,20.3,77.0,140.0,45.5,16.5,38.0,215.0,A
24.0,M,179.3,86.4,22.57,71.0,155.0,44.9,16.1,49.0,232.0,D
46.0,M,176.1,69.2,11.3,81.0,151.0,48.1,16.3,42.0,238.0,A
24.0,F,160.0,51.8,32.8,80.0,130.0,23.0,10.2,24.0,120.0,C
21.0,M,174.8,78.7,20.1,65.0,141.0,45.9,12.5,58.0,199.0,C
21.0,F,160.8,48.9,27.3,68.0,113.0,26.5,17.0,47.0,193.0,B
25.0,F,168.1,57.5,30.2,60.0,96.0,26.9,19.8,30.0,174.0,B
21.0,M,169.5,61.6,12.4,78.0,136.0,27.2,19.3,64.0,200.0,C
51.0,M,169.0,69.0,23.0,56.0,112.0,33.7,12.8,27.0,224.0,C
21.0,M,175.8,66.26,9.9,85.0,133.0,42.2,14.6,42.0,182.0,C
21.0,M,171.6,72.5,24.5,74.0,136.0,33.3,-3.0,33.0,203.0,D
44.0,F,157.6,46.8,22.9,77.0,141.0,28.4,15.6,15.0,149.0,D
62.0,F,153.3,54.9,30.4,83.0,157.0,21.3,25.0,19.0,121.0,B
63.0,M,174.4,71.8,22.1,92.0,142.0,33.3,6.7,30.0,173.0,C
38.0,F,163.1,61.0,26.5,77.0,123.0,32.4,21.8,37.0,170.0,A
38.0,F,166.2,60.4,23.2,63.0,125.0,22.7,26.6,28.0,151.0,B
52.0,M,163.4,61.3,16.9,82.0,139.0,39.3,19.5,51.0,203.0,A
31.0,M,177.8,89.3,24.9,78.0,145.0,55.5,9.5,35.0,185.0,C
54.0,F,157.1,66.2,39.9,79.0,136.0,27.2,17.4,27.0,126.0,B
24.0,M,170.6,69.9,3.0,75.0,123.0,52.4,23.9,60.0,280.0,A
28.0,M,174.5,69.4,16.1,63.0,109.0,35.8,19.5,53.0,195.0,D
35.0,M,171.5,76.2,18.9,79.0,127.0,42.3,18.4,55.0,214.0,C
25.0,M,171.4,69.4,15.7,87.0,141.0,41.2,19.0,45.0,232.0,B
32.0,M,164.0,65.8,20.6,93.0,143.0,36.3,4.8,37.0,191.0,C
27.0,F,160.4,55.68,24.3,60.0,124.0,29.0,24.5,64.0,173.0,A
63.0,M,166.8,58.4,20.7,77.0,122.0,33.0,10.4,30.0,181.0,C
26.0,M,167.3,63.3,12.4,69.0,140.0,40.7,18.1,56.0,277.0,B
28.0,M,167.8,65.5,17.5,88.0,149.0,53.6,16.2,40.0,220.0,C
35.0,F,159.4,55.7,30.1,77.0,117.0,21.2,21.8,30.0,156.0,C
56.0,M,171.4,75.0,23.5,80.0,154.0,44.9,18.7,36.0,180.0,A
24.0,F,166.6,66.0,30.2,53.0,128.0,31.3,22.0,40.0,165.0,B
42.0,M,181.6,79.6,25.6,77.0,144.0,45.5,7.6,43.0,229.0,C
27.0,M,180.0,92.6,29.2,91.0,151.0,38.5,3.2,40.0,207.0,D
46.0,M,172.5,78.7,22.0,99.0,139.0,52.3,9.1,38.0,218.0,B
28.0,M,173.3,70.8,24.6,84.0,140.0,45.4,11.6,53.0,232.0,C
48.0,M,175.3,96.7,30.7,94.0,153.0,30.7,-8.7,26.0,185.0,D
28.0,M,171.6,62.2,10.8,75.0,118.0,40.9,11.4,39.0,235.0,C
37.0,M,169.3,73.84,27.7,83.0,149.0,38.9,15.6,45.0,183.0,D
35.0,M,168.1,67.1,17.7,81.0,125.0,40.4,14.5,44.0,228.0,B
37.0,M,170.0,83.6,20.8,97.0,159.0,62.3,25.3,57.0,224.0,B
28.0,F,167.0,60.5,19.5,72.0,127.0,25.2,20.8,47.0,210.0,A
30.0,M,171.5,70.7,22.2,82.0,119.0,45.5,16.1,66.0,228.0,A
50.0,M,167.8,76.1,24.8,82.0,122.0,43.9,13.9,50.0,193.0,A
22.0,F,167.4,66.2,34.0,62.0,110.0,28.5,11.2,38.0,0.0,C
46.0,M,170.0,77.1,24.8,99.0,145.0,43.3,8.4,31.0,200.0,C
31.0,F,165.1,55.1,25.7,79.0,114.0,23.7,0.0,27.0,136.0,D
54.0,F,164.6,67.1,29.9,85.0,135.0,30.9,23.6,37.0,168.0,A
36.0,F,155.4,49.9,24.17116,73.0,117.0,27.5,20.8,32.0,159.0,A
37.0,M,171.9,96.6,38.6,117.0,155.0,39.5,14.4,18.0,193.0,D
37.0,M,172.0,73.1,14.1,88.0,137.0,56.0,14.3,38.0,242.0,C
21.0,M,183.5,88.7,27.0,82.0,134.0,49.5,-5.3,26.0,201.0,D
62.0,F,152.7,59.8,33.5,47.0,98.0,21.7,20.7,19.0,124.0,D
47.0,F,153.5,54.4,31.4,80.0,137.0,28.1,18.1,31.0,117.0,C
24.0,F,160.4,58.7,29.1,77.0,115.0,29.6,22.1,54.0,187.0,A
26.0,M,174.8,81.8,22.7,79.0,130.0,47.1,23.2,48.0,238.0,B
29.0,F,161.1,55.9,32.8,60.0,137.0,25.0,16.0,3.0,122.0,D
60.0,F,155.1,52.2,31.8,67.0,114.0,21.5,24.0,30.0,116.0,B
45.0,M,174.5,87.7,31.9,99.0,146.0,48.9,3.3,35.0,182.0,D
61.0,F,164.7,82.3,43.7,85.0,145.0,23.5,15.2,0.0,51.0,D
63.0,M,163.9,57.6,20.0,78.0,148.0,40.9,15.9,33.0,182.0,A
22.0,F,152.9,45.0,20.8,72.0,107.0,24.9,22.4,46.0,182.0,A
21.0,M,185.9,69.5,11.9,61.0,109.0,38.8,13.4,54.0,208.0,B
32.0,M,177.3,77.5,15.5,74.0,117.0,52.0,22.3,58.0,252.0,A
26.0,F,164.5,63.2,28.2,83.0,131.0,35.9,18.6,41.0,166.0,A
22.0,M,179.3,75.1,16.7,76.0,130.0,52.0,6.3,53.0,182.0,C
28.0,F,159.5,48.8,24.3,77.0,141.0,23.6,24.0,43.0,173.0,A
28.0,F,160.6,53.3,22.4,89.0,141.0,26.4,19.0,52.0,157.0,A
30.0,F,167.2,61.0,34.3,69.0,97.0,29.0,20.5,41.0,170.0,A
26.0,F,159.3,49.0,20.9,77.0,135.0,21.3,21.1,54.0,171.0,B
63.0,F,156.9,55.9,31.3,88.0,160.0,25.6,6.0,4.0,60.0,D
22.0,F,164.2,47.4,22.3,67.0,125.0,21.4,22.4,44.0,190.0,B
23.0,M,173.0,66.8,12.0,54.0,115.0,41.0,18.5,63.0,262.0,A
42.0,M,172.2,70.9,20.5,81.0,142.0,39.3,17.5,44.0,216.0,B
24.0,M,172.0,70.6,14.7,62.0,112.0,50.1,7.8,59.0,218.0,C
33.0,M,186.8,117.5,28.3,78.0,133.0,64.9,19.3,49.0,213.0,D
34.0,M,170.6,71.7,9.7,69.0,115.0,50.5,25.4,65.0,268.0,A
24.0,F,168.2,54.0,15.9,66.0,102.0,24.1,27.5,39.0,159.0,B
22.0,F,164.3,59.44,28.3,80.0,120.0,28.9,14.4,45.0,179.0,C
33.0,F,154.0,54.7,33.9,78.0,123.0,22.5,18.3,28.0,136.0,D
60.0,M,165.5,74.2,35.2,95.0,158.0,31.9,7.4,27.0,146.0,B
25.0,M,171.0,77.4,22.0,84.0,151.0,44.1,17.4,49.0,223.0,B
27.0,M,182.0,80.8,24.1,78.0,141.0,40.5,-1.6,52.0,222.0,D
26.0,M,177.0,79.0,17.0,74.0,124.0,53.6,21.2,58.0,218.0,B
56.0,F,159.5,50.0,28.5,90.0,122.0,24.7,25.7,25.0,139.0,A
63.0,M,159.3,64.6,24.9,75.0,139.0,34.7,8.1,23.0,181.0,C
22.0,M,169.3,62.3,17.2,70.0,116.0,40.9,3.7,42.0,217.0,D
24.0,F,160.7,58.2,28.5,57.0,98.0,30.5,21.5,31.0,187.0,B
38.0,M,173.5,77.7,24.7,96.0,151.0,46.9,13.1,39.0,215.0,B
54.0,M,171.5,72.9,20.8,88.0,145.0,40.5,26.2,29.0,164.0,C
25.0,M,182.0,93.5,22.1,94.0,145.0,53.1,21.2,47.0,192.0,C
59.0,F,148.2,53.3,37.4,84.0,133.0,20.3,14.0,9.0,94.0,D
22.0,F,163.2,52.4,22.7,85.0,131.0,27.5,29.1,40.0,185.0,A
24.0,F,167.9,55.9,28.9,55.0,111.0,27.2,9.8,21.0,170.0,D
24.0,F,164.9,55.4,20.3,69.0,117.0,28.3,24.6,47.0,168.0,A
22.0,M,175.6,96.4,36.6,95.0,158.0,41.5,-0.4,34.0,159.0,D
55.0,F,161.0,61.9,35.6,92.0,160.0,25.1,16.3,13.0,110.0,C
46.0,F,163.0,63.8,34.6,64.0,120.0,17.2,-4.0,0.0,110.0,D
22.0,F,168.6,71.0,33.9,77.0,128.0,27.0,30.6,30.0,212.0,B
26.0,F,162.1,56.9,25.14121,73.0,119.0,33.0,24.2,37.0,147.0,B
29.0,M,166.8,69.2,26.5,78.0,129.0,34.6,10.0,35.0,183.0,D
46.0,M,167.2,71.1,27.6,93.0,154.0,37.3,9.1,28.0,196.0,D
61.0,M,161.1,66.1,28.0,82.0,142.0,42.7,4.0,37.0,173.0,D
21.0,M,173.7,73.0,16.4,64.0,117.0,47.2,2.2,35.0,211.0,D
32.0,F,151.2,52.4,31.7,90.0,133.0,23.0,19.7,33.0,104.0,A
27.0,M,171.8,74.8,24.1,77.0,132.0,39.9,15.1,45.0,211.0,B
22.0,M,179.4,70.5,17.8,72.0,113.0,41.1,22.2,51.0,222.0,B
58.0,M,177.7,73.9,19.0,83.0,143.0,43.0,12.7,31.0,170.0,B
26.0,M,172.3,65.9,14.4,73.0,121.0,43.1,11.7,50.0,237.0,B
21.0,F,164.2,64.0,29.7,61.0,115.0,26.5,19.9,47.0,175.0,A
59.0,M,169.4,75.9,24.5,77.0,137.0,40.1,15.9,27.0,191.0,C
24.0,F,173.3,65.3,33.6,77.0,118.0,26.5,8.4,13.0,131.0,D
45.0,M,168.0,62.0,12.2,87.0,133.0,37.8,20.2,54.0,211.0,A
22.0,M,179.4,78.6,16.5,86.0,155.0,56.2,18.2,56.0,245.0,A
35.0,M,191.6,125.7,35.2,85.0,156.0,58.0,9.2,52.0,228.0,D
28.0,M,169.1,64.0,22.6,94.0,144.0,33.0,12.0,49.0,200.0,B
29.0,F,158.4,57.22,27.8,59.0,124.0,27.0,26.1,43.0,142.0,B
60.0,M,169.7,73.9,28.1,80.0,130.0,41.2,11.1,35.0,165.0,B
22.0,M,184.9,73.9,10.2,97.0,156.0,56.8,18.2,67.0,275.0,A
21.0,F,172.8,54.8,25.0,77.0,110.0,20.9,18.8,39.0,172.0,C
37.0,M,173.4,70.0,22.5,97.0,137.0,46.1,6.8,39.0,228.0,C
35.0,F,154.0,47.6,23.9,84.0,129.0,21.9,24.5,34.0,149.0,A
26.0,F,170.0,58.9,18.3,71.0,123.0,33.3,25.0,37.0,161.0,A
57.0,F,161.3,59.8,29.1,73.0,135.0,23.1,15.3,7.0,119.0,D
29.0,M,177.9,65.2,10.6,95.0,148.0,44.5,18.6,53.0,239.0,B
35.0,M,181.5,98.5,22.8,80.0,122.0,61.4,18.0,56.0,205.0,A
38.0,M,167.7,67.9,15.6,76.0,139.0,39.0,20.9,57.0,225.0,B
28.0,M,164.3,63.2,26.2,84.0,131.0,44.3,5.3,43.0,221.0,D
63.0,M,167.4,59.8,22.0,89.0,157.0,37.8,11.7,19.0,184.0,C
47.0,M,167.8,68.8,14.8,76.0,142.0,52.2,22.4,60.0,230.0,A
57.0,M,168.2,74.5,20.2,96.0,158.0,46.8,5.8,35.0,197.0,C
30.0,M,180.0,85.08,13.1,68.0,116.0,56.9,26.4,57.0,226.0,A
35.0,M,164.6,66.0,15.7,78.0,135.0,36.4,27.3,46.0,198.0,B
24.0,M,165.7,63.5,20.0,83.0,121.0,36.4,19.1,36.0,273.0,D
28.0,F,158.6,45.8,24.2,76.0,118.0,20.0,18.3,29.0,158.0,B
59.0,M,174.5,72.4,20.0,88.0,135.0,42.0,15.8,39.0,194.0,B
42.0,M,172.1,65.74,22.3,77.0,130.0,36.3,3.7,26.0,214.0,D
45.0,M,164.7,56.1,14.1,88.0,136.0,41.0,14.5,48.0,216.0,A
51.0,F,163.3,55.0,25.6,78.0,140.0,27.6,16.4,25.0,126.0,B
39.0,F,162.1,45.0,19.4,74.0,127.0,24.3,19.6,27.0,169.0,B
40.0,M,169.5,75.6,28.1,75.0,134.0,47.0,19.1,28.0,209.0,D
25.0,F,163.5,56.18,28.2,67.0,100.0,24.9,12.8,27.0,161.0,C
58.0,F,155.6,82.0,47.1,97.0,157.0,22.1,5.1,12.0,95.0,D
29.0,M,181.2,94.72,15.8,90.0,151.0,43.6,16.6,53.0,260.0,A
24.0,M,172.1,72.4,16.1,83.0,155.0,42.5,7.7,57.0,234.0,D
58.0,M,167.5,65.5,17.8,83.0,158.0,43.6,9.7,34.0,180.0,B
38.0,F,156.3,44.9,24.3,55.0,107.0,23.9,-2.7,23.0,133.0,D
62.0,M,172.1,71.52,23.7,64.0,106.0,37.2,3.0,42.0,185.0,C
35.0,F,156.4,48.5,18.2,77.0,129.0,29.7,28.6,38.0,168.0,A
31.0,F,159.3,47.9,19.2,96.0,125.0,27.4,25.4,57.0,211.0,A
51.0,M,163.5,53.8,17.3,76.0,124.0,35.7,16.3,44.0,193.0,A
24.0,M,174.9,75.1,18.2,79.0,122.0,39.7,15.0,44.0,200.0,C
30.0,M,175.2,71.5,12.6,96.0,145.0,45.2,18.1,47.0,224.0,A
36.0,M,172.5,80.8,19.9,86.0,124.0,49.3,17.5,55.0,212.0,B
36.0,F,158.5,53.56,19.5,74.0,122.0,27.1,19.1,43.0,185.0,A
26.0,F,160.0,62.4,31.3,69.0,118.0,32.5,21.9,42.0,177.0,A
39.0,M,175.5,88.1,31.0,97.0,159.0,50.1,27.3,37.0,194.0,D
28.0,M,169.1,70.8,28.0,74.0,125.0,38.3,12.3,38.0,205.0,C
31.0,M,175.1,76.2,19.7,80.0,152.0,44.8,17.9,48.0,240.0,A
32.0,M,167.1,69.5,26.0,51.0,117.0,46.5,8.6,42.0,201.0,C
21.0,F,153.9,58.8,32.3,72.0,141.0,28.7,19.2,45.0,167.0,B
60.0,M,164.3,74.0,29.3,91.0,134.0,32.9,16.0,28.0,191.0,B
23.0,M,172.8,76.4,18.4,75.0,125.0,34.6,14.5,58.0,226.0,C
21.0,M,186.4,92.5,11.2,75.0,124.0,47.0,24.9,71.0,255.0,C
45.0,F,164.0,51.7,24.5,66.0,113.0,19.0,-14.3,12.0,150.0,D
31.0,M,168.5,68.2,19.6,79.0,121.0,50.4,23.6,54.0,223.0,A
31.0,M,168.4,63.38,19.4,77.0,130.0,44.2,17.5,51.0,227.0,A
26.0,M,169.9,95.5,33.0,91.0,152.0,43.8,11.9,30.0,190.0,D
43.0,F,162.7,51.1,25.5,56.0,108.0,17.1,17.1,20.0,136.0,C
28.0,F,168.6,60.2,24.5,77.0,131.0,30.0,18.9,32.0,159.0,C
21.0,M,157.5,45.5,11.2,80.0,133.0,31.1,4.6,41.0,216.0,D
26.0,M,170.3,64.6,16.6,70.0,109.0,38.2,2.1,53.0,228.0,D
21.0,F,168.2,77.9,31.6,69.0,116.0,34.4,17.5,48.0,176.0,C
21.0,M,169.3,71.1,21.2,85.0,128.0,50.1,17.1,58.0,234.0,C
37.0,M,172.1,72.5,28.1,88.0,119.0,34.2,16.8,31.0,194.0,D
61.0,M,167.2,69.7,26.1,89.0,147.0,36.1,2.3,32.0,145.0,C
29.0,F,160.7,49.24,22.0,84.0,119.0,29.2,19.4,44.0,197.0,A
59.0,F,163.3,62.54,34.8,81.0,151.0,24.2,22.5,34.0,135.0,A
21.0,M,173.0,70.3,11.2,76.0,138.0,43.0,15.4,54.0,260.0,B
21.0,M,171.0,67.3,11.0,67.0,120.0,49.7,22.5,57.0,260.0,A
26.0,M,176.0,80.5,12.0,73.0,135.0,48.7,20.2,61.0,245.0,A
31.0,M,166.9,73.6,26.6,95.0,156.0,45.1,17.3,53.0,202.0,A
25.0,F,158.1,56.3,29.6,60.0,105.0,21.9,6.1,19.0,141.0,D
23.0,F,166.0,55.8,26.4,63.0,108.0,27.0,21.0,38.0,165.0,B
36.0,M,170.4,66.0,17.1,95.0,136.0,40.8,19.7,55.0,239.0,A
25.0,F,163.8,54.2,35.8,72.0,107.0,26.6,19.3,35.0,156.0,A
44.0,M,185.6,87.1,19.5,99.0,159.0,51.6,14.2,41.0,225.0,B
34.0,M,158.3,64.1,25.5,92.0,158.0,40.0,18.5,47.0,204.0,D
64.0,M,160.5,67.9,26.7,91.0,157.0,41.3,6.5,27.0,180.0,D
23.0,F,158.7,67.2,36.8,83.0,133.0,31.1,15.9,32.0,156.0,B
42.0,F,165.4,65.9,15.7522,77.0,118.0,38.5,26.2,50.0,184.0,A
